distinct_id,total_events,agent_usage_count,ai_adoption_index,days_active,session_count,session_depth_score,unique_event_types,onboarding_complete,has_used_agent,has_deployed,is_python_user,total_credits_used,unique_canvases,first_event_date,last_event_date,observation_days,time_to_first_agent_minutes,feature_breadth_score,churn_velocity,tool_diversity_count,avg_credit_per_transaction,python_sdk_share,churn_label
d7b9de9a0619285b46a3fe2568e01a69c03019a02fed48ea5f2116754d46a7f8,49,10,0.2041,1,8,6.12,27,1,1,0,1,0.0,2,2025-09-01 13:33:30.083,2025-09-01 13:47:27.474,1.0,1.57,0.1915,0.0,0,0.0,0.0612,1
6675cb542e5eb334d69ac1e8031cfd507fa72552eb76a43cd275d4baf99a983f,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 13:16:56.592,2025-09-01 13:16:56.592,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
4a0e423ffdd35239b06e0b4d9e10348539d1e1642abcef37598ad7f90bbecc2c,196,190,0.9694,3,5,39.2,12,0,1,0,1,0.0,2,2025-09-01 13:51:56.277,2025-09-03 13:19:58.844,1.98,1.84,0.0851,0.0,0,0.0,0.9082,1
e4f777d1474982f7c31ad8ed015185231353826a57dd6a024fc8fd6000f05d70,549,544,0.9909,2,7,78.43,11,0,1,0,1,0.0,2,2025-09-01 13:42:46.956,2025-09-02 11:42:05.877,1.0,2.28,0.078,0.0,0,0.0,0.9763,1
513c8744d9a03c5b44dfc6d680b532d65f585558d9e01409d37485b8b1f266e5,2,1,0.5,2,2,1.0,2,0,1,0,0,0.0,0,2025-09-01 10:38:49.952,2025-11-09 09:30:20.207,68.95,0.0,0.0142,0.0,0,0.0,0.0,1
d222e2f9e497769e0cc84787ff118012762b23e999aff028dd3db197f208fd63,5,0,0.0,1,1,5.0,3,0,0,0,0,0.0,0,2025-09-01 12:58:29.527,2025-09-01 13:07:39.565,1.0,-1.0,0.0213,0.0,0,0.0,0.0,1
fb0a1b0c3f012184729d51343f13f46bc7c2bfedb08ef0e8d8397469c2ee36a8,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 15:51:17.385,2025-09-01 15:51:17.385,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
0a8a599eaa43f801746a043b96c89bfc33d9d1861ed85f9a301f31e47f109c07,20,16,0.8,2,3,6.67,8,0,1,0,1,0.0,1,2025-09-01 23:49:24.000,2025-09-02 20:53:56.749,1.0,1.14,0.0567,0.0,0,0.0,0.6,1
b426d1e4f440db4e56438d490d7e27d41e5b595a21b986c564c837ac47c7860d,5837,3161,0.5415,55,303,19.26,68,1,1,0,1,0.0,78,2025-09-01 07:43:43.475,2025-12-08 15:34:39.682,98.33,0.2,0.4823,-0.1055,10,0.026255623248081842,0.7545,0
a25e19d01d347aa8701d11703d32f761dc25cb3d17763dfc1beb1b6ef2940dbb,28,1,0.0357,13,17,1.65,14,1,1,0,0,0.0,1,2025-09-01 18:41:33.989,2025-10-01 11:16:53.410,29.69,46.51,0.0993,0.8,0,0.0,0.0,1
ebc92ef75d7d611a880ee31af5af8762a9d3bba8ef65fbc391d3588af8145661,17395,1047,0.0602,69,379,45.9,63,0,1,0,1,0.0,31,2025-09-01 04:33:45.463,2025-12-08 13:31:06.432,98.37,10327.42,0.4468,-3.2874,9,0.0030137012816609,0.4667,0
26d8a778b07cd25f903ff4c16c6496c0c53c4141c95cdca7a6b32717f89f8ca5,4,0,0.0,1,1,4.0,2,0,0,0,0,0.0,1,2025-09-01 12:59:29.850,2025-09-01 13:00:07.412,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
ba72f7cddce5d7769c226216fb5032ea9a77564a9dd440a23041c2d0726e70f6,23,11,0.4783,1,2,11.5,10,0,1,0,1,0.0,1,2025-09-01 13:11:01.916,2025-09-01 13:20:18.515,1.0,1.13,0.0709,0.0,0,0.0,0.3043,1
49878fb1735090acc370094722410d790235188b1e0d4b434dc82f75ebfbafb7,4,1,0.25,1,2,2.0,4,0,1,0,0,0.0,1,2025-09-01 11:32:59.500,2025-09-01 11:37:28.386,1.0,2.93,0.0284,0.0,0,0.0,0.0,1
1743b5c6cb31bc836c4333a7789eac00e01b3ede7f1dbb061f7fec5f1753dd71,162,154,0.9506,2,4,40.5,14,0,1,0,1,0.0,1,2025-09-01 14:14:31.351,2025-09-02 08:39:50.981,1.0,0.61,0.0993,0.0,0,0.0,0.8951,1
4717158faaf81012fafbfb103a85a31ce2b0a46339d76961872994ead243912a,47,1,0.0213,2,6,7.83,19,1,1,0,0,0.0,3,2025-09-01 16:04:04.145,2025-09-03 22:02:32.283,2.25,0.43,0.1348,0.0,0,0.0,0.0,1
1e7b487f198cb247aee69c49afe737ede6166d4e445b6160173f05b0ede855ad,5979,15,0.0025,63,86,69.52,27,0,1,0,1,0.0,8,2025-09-01 03:24:45.750,2025-12-08 23:10:19.610,98.82,53569.55,0.1915,-5.0763,0,0.00099289174521951,0.9612,0
c23d1f41b2f378073e2eff48881a6e8d34397c8b2d8db1e0d22ff4706b647a3a,6,0,0.0,1,1,6.0,4,0,0,0,0,0.0,1,2025-09-01 02:03:24.764,2025-09-01 02:04:11.889,1.0,-1.0,0.0284,0.0,0,0.0,0.0,1
004e82f7910898ccd7aaa55b40b8be7915574c4a3894b5b57d83302c13c25372,12513,12,0.001,66,189,66.21,32,0,1,0,1,0.0,16,2025-09-01 11:49:52.062,2025-12-08 18:17:46.265,98.27,132452.16,0.227,-0.6112,0,0.0022059930881930478,0.3114,0
8e4f2e5e0c1034340b1130f71693bcbc2ddd157287ea704b56e07f551966eaf8,3229,931,0.2883,64,290,11.13,45,0,1,0,1,0.0,22,2025-09-01 00:03:11.704,2025-12-03 16:59:48.802,93.71,9.36,0.3191,0.7772,9,0.015804161033312447,0.3772,0
d79004d29a867e31285d48e13cb15242c9f88b88dbcb000d724c5af4b32dd9be,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 04:30:29.719,2025-09-01 04:30:29.719,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
054a356243a9b2ab0189b180177043d3792e8e4f8d6a8128aece3262c413354f,3,1,0.3333,1,1,3.0,3,0,1,0,0,0.0,0,2025-09-01 11:26:21.301,2025-09-01 11:27:11.497,1.0,0.84,0.0213,0.0,0,0.0,0.0,1
31375f36f898346845939f92b350767a8abc9a1881b91a7c62623798a24a7349,22,20,0.9091,1,2,11.0,8,0,1,0,1,0.0,1,2025-09-01 13:16:56.600,2025-09-01 13:46:13.554,1.0,0.64,0.0567,0.0,0,0.0,0.8182,1
ee9e4b58f645c61e4879bc7830b0c2be7d9b4f2b7be0f1efc723d918360def17,13,1,0.0769,1,2,6.5,13,1,1,0,0,0.0,1,2025-09-01 11:29:29.761,2025-09-01 11:31:24.407,1.0,1.77,0.0922,0.0,0,0.0,0.0,1
96ae0a2b9175b2b8c1b89039b1cf760978d4a5ac80f48b0dcb16a2a108df4c1f,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 12:40:38.590,2025-09-01 12:40:38.590,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
37ab319ad1765227b452c72e665cb4d814ed7d06c029a4640a03e07f74b5c199,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 08:34:56.772,2025-09-01 08:34:56.772,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
1cf7078566eecd0d5cf248cb478eedcf210129481093984d56852b872a9e4625,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 09:22:49.764,2025-09-01 09:22:49.764,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
010647bc73310c2a4b8c0b07422cb8d8e5c060e1ec0d9e3442da029833252b3a,257,257,1.0,1,1,257.0,3,0,1,0,1,0.0,0,2025-09-01 15:15:52.917,2025-09-01 17:22:46.109,1.0,0.0,0.0213,0.0,0,0.0,1.0,1
fe7f6adec0a94976bf4c0f57ed8adf5bed8a4c97e892378c179359b67cea5915,6172,2317,0.3754,71,510,12.1,87,1,1,1,1,0.0,77,2025-09-01 11:06:53.036,2025-12-08 23:52:30.085,98.53,4.15,0.617,-4.0397,9,0.027975090244037715,0.5972,0
d23ec551e9605e2bc6d019723dd4b709daabb4c33a8117d80da3e4e50f8963df,15,3,0.2,1,2,7.5,11,0,1,0,0,0.0,1,2025-09-01 14:42:57.147,2025-09-01 14:59:51.563,1.0,1.65,0.078,0.0,0,0.0,0.0,1
1e2c3eaab92e0d7edd42f3d4e485c8f7209d48fb96545af0f529ed78f75dc9e1,34,31,0.9118,2,5,6.8,6,0,1,0,1,0.0,2,2025-09-01 16:48:29.591,2025-09-03 10:25:13.145,1.73,7.79,0.0426,0.0,0,0.0,0.4706,1
9b1f2e40ea796cb10e73901c51b0169552043bca0c9b174ba1acc8533e6f57be,619,98,0.1583,28,85,7.28,34,0,1,1,1,0.0,15,2025-09-01 11:47:35.896,2025-12-04 09:39:21.278,93.91,40801.2,0.2411,0.881,8,0.00030850324675324675,0.2439,0
7024fa02112d8c525cc3668d1d6157d06db0938504013e63506ce1082e435944,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 19:01:34.254,2025-09-01 19:01:34.436,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
d7bc4957dc14b70f7e619e2cdda346765513c5bcc1660af91a7101d5febdfcab,296,12,0.0405,35,101,2.93,37,1,1,1,1,0.0,12,2025-09-01 08:08:48.210,2025-12-08 12:18:34.454,98.17,0.06,0.2624,0.6207,0,0.0,0.0034,0
52a73261ee19451b45f04cba0bf2f3ac37079fec37502b3ce28cbb8ab88ee843,14,0,0.0,1,2,7.0,10,1,0,0,0,0.0,1,2025-09-01 07:39:08.409,2025-09-01 08:00:01.893,1.0,-1.0,0.0709,0.0,0,0.0,0.0,1
e1e8adbbb6529ecf125c22551088050d43afb29f515d112f3a66d9c1e39ed7a2,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 10:37:57.519,2025-09-01 10:37:57.519,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
9e116a52de760a00fa982b69c76529bbb3cc7c1bc032922469a35ce675fad775,2,2,1.0,1,1,2.0,2,0,1,0,0,0.0,0,2025-09-01 22:31:46.263,2025-09-01 22:31:52.878,1.0,0.0,0.0142,0.0,0,0.0,0.0,1
006ca69f47725a686cd3dbeeb677a759e26fa39e7d28bf004f73488e060db491,16,1,0.0625,2,4,4.0,16,1,1,0,0,0.0,2,2025-09-01 11:12:18.523,2025-09-02 08:14:07.676,1.0,1.6,0.1135,0.0,0,0.0,0.0,1
248d3688bcf9d0404fdfdd70ab289e67dbfe9513e48a3b2748188576e9e3244c,3,1,0.3333,1,1,3.0,3,0,1,0,0,0.0,0,2025-09-01 23:22:09.715,2025-09-01 23:24:55.979,1.0,2.77,0.0213,0.0,0,0.0,0.0,1
ccc9b4c7700617eb240b613334f8090605ceda8e8ac85d6bc630d3f577443646,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 16:32:16.136,2025-09-01 16:32:16.136,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
d36f5dccedb7df6e67f833efa0838a188cd5cabd9e6c531f4d8fc8986167da0e,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 12:59:37.155,2025-09-01 12:59:37.216,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
b09e318a9ad3e0dd4d97d92002a517b12ec9df2954ef1d72e892ffc52d250ad7,4,1,0.25,1,1,4.0,4,0,1,0,0,0.0,0,2025-09-01 21:12:13.616,2025-09-01 21:12:53.671,1.0,0.52,0.0284,0.0,0,0.0,0.0,1
8bc10e461056eecadbdc8d334d788fa5bbefa79c7075ae4f72505a363fd905a5,3,2,0.6667,1,1,3.0,3,0,1,0,0,0.0,0,2025-09-01 15:53:31.618,2025-09-01 16:04:04.139,1.0,0.0,0.0213,0.0,0,0.0,0.0,1
e42bfc48b335bcb71d41a56d22f861b3f2fd73efb67fbfd1dc25c95d915ba4a7,6,4,0.6667,2,4,1.5,2,0,1,0,0,0.0,1,2025-09-01 17:29:35.791,2025-09-02 21:45:32.432,1.18,0.09,0.0142,0.0,0,0.0,0.0,1
8a039bf2c617f3b63da391177c267d16c5aab67a9819648174ebfcc34c436168,2,1,0.5,1,1,2.0,2,0,1,0,0,0.0,0,2025-09-01 22:04:17.080,2025-09-01 22:39:06.604,1.0,0.0,0.0142,0.0,0,0.0,0.0,1
12607c3ef9e0f596b7472825a45545a3cde3804d814ce8faeccfe0f13c26aa77,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 20:52:29.902,2025-09-01 20:52:30.084,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
67ae175b64d4a7fa09100c742242a6744acd64366aeeed7cd4d2c473ac9c660e,5,3,0.6,1,2,2.5,4,0,1,0,0,0.0,1,2025-09-01 15:42:01.900,2025-09-01 15:52:00.302,1.0,0.36,0.0284,0.0,0,0.0,0.0,1
5f7abd088d3691d95d7fe71eeee01216d82a78ee3013ff71ad98cf8f2a1f67ef,7,2,0.2857,1,4,1.75,5,0,1,0,0,0.0,1,2025-09-01 21:52:35.609,2025-09-01 21:56:16.802,1.0,1.49,0.0355,0.0,0,0.0,0.0,1
93ca823bd512407e4ab4169cab6bd3cbe0913ba3ffc186356cef0a0ecf685e62,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,1,2025-09-01 16:32:38.410,2025-09-01 16:33:20.827,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
d5797032714ed7ee37287295820086a7f193bedd1b4114aa420191fcb2a5f9f8,13,0,0.0,8,13,1.0,1,0,0,0,0,0.0,0,2025-09-01 02:12:10.923,2025-09-23 20:58:53.577,22.78,-1.0,0.0071,0.2857,0,0.0,0.0,1
3ccb11dd9a6aedb96e4abdd7ef1c6600a6567e13b6a4f43a123f16a22876e996,1,1,1.0,1,1,1.0,1,0,1,0,0,0.0,0,2025-09-01 04:44:39.287,2025-09-01 04:44:39.287,1.0,0.0,0.0071,0.0,0,0.0,0.0,1
df7c6669e423d05d97c692d242afa5b8fab2eac5682262cd26bda21ab026499a,14,10,0.7143,1,2,7.0,8,0,1,0,0,0.0,1,2025-09-01 04:58:09.179,2025-09-01 05:00:33.644,1.0,0.38,0.0567,0.0,0,0.0,0.0,1
cd6c1387d978f99b7273d57caebac0df9bc2a340ce306d2c40ea925c94b93b96,7,2,0.2857,3,4,1.75,5,0,1,0,0,0.0,1,2025-09-01 09:16:37.515,2025-09-04 12:04:38.678,3.12,4.54,0.0355,0.0,0,0.0,0.0,1
11aabe21cbe26367d9dbd1ab5ee07f469974c5abdc3b61274edd4e3ec04bcb77,5,2,0.4,1,2,2.5,4,0,1,0,0,0.0,1,2025-09-01 07:58:05.119,2025-09-01 07:58:24.198,1.0,0.32,0.0284,0.0,0,0.0,0.0,1
578903567bab58b47aba6c6bc0f618482cb909406a73759b271a4087bf12ca53,225,2,0.0089,16,41,5.49,13,0,1,0,1,0.0,1,2025-09-01 13:22:09.921,2025-12-05 09:10:36.300,94.83,56043.05,0.0922,0.5741,0,0.001159491111111111,0.04,0
172c47aa926b129d381760fdaf38772a91b64217d24f084c65912ab6cf9999cb,34,27,0.7941,1,2,17.0,16,0,1,0,1,0.0,1,2025-09-01 14:50:28.230,2025-09-01 15:12:07.918,1.0,2.93,0.1135,0.0,0,0.0,0.5588,1
64d0b5e1067ccd09f8cce9dea846c34b5d9a602633b0b47fcd0c3cc8d361bbfa,6116,2954,0.483,37,138,44.32,64,0,1,0,1,0.0,58,2025-09-01 18:03:15.965,2025-12-04 18:12:28.675,94.01,1393.89,0.4539,-2.8271,10,0.025200753369796616,0.7987,0
e1cc4e33c8ad17c265da9d0e9b8724325cec975b9b44e0bd540f56e0419a5fd7,2,1,0.5,1,1,2.0,2,0,1,0,0,0.0,0,2025-09-01 15:39:52.341,2025-09-01 15:42:01.895,1.0,0.0,0.0142,0.0,0,0.0,0.0,1
a5ec30b601ca054ff124cc74d57daa6139c16cd376e1b00743f624a1344e7528,2,2,1.0,1,1,2.0,2,0,1,0,0,0.0,0,2025-09-01 23:12:48.260,2025-09-01 23:12:52.752,1.0,0.0,0.0142,0.0,0,0.0,0.0,1
c56cf59711c734c04779bdfb36df51684c6730652620a2af4690c371adfd23a1,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 13:53:27.889,2025-09-01 13:53:27.978,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
d4fe0605afcfc66debf4c4f87d758e6a4be16358c7e3e91078aa3885c96d2080,3,0,0.0,1,1,3.0,3,0,0,0,0,0.0,0,2025-09-01 13:52:43.937,2025-09-01 13:55:04.630,1.0,-1.0,0.0213,0.0,0,0.0,0.0,1
804bb3a18e5c80695ee4d5c108de6da190422352f5998d203c32f82a2102ab1e,26,4,0.1538,2,4,6.5,14,0,1,0,0,0.0,1,2025-09-01 16:15:51.092,2025-10-04 12:00:30.776,32.82,0.51,0.0993,-0.1667,0,0.0,0.0,1
2b3169daf83d87474720aa3f437d1be6bcfb8b13687b4085efe4343be7e4887e,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 14:50:28.221,2025-09-01 14:50:28.221,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
1ee2d71802f836666313bedce9e339c03ca7142289fb10c674276afb12cc4ba3,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 13:51:56.268,2025-09-01 13:51:56.268,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
0172673f6dc88f4ed20d047790390f52af834a2570288e262baf554064da2b17,1,1,1.0,1,1,1.0,1,0,1,0,0,0.0,0,2025-09-01 20:15:06.718,2025-09-01 20:15:06.718,1.0,0.0,0.0071,0.0,0,0.0,0.0,1
bbd264d03eda07b691a98ee24142215d69c92c55630c54485c5a660a65d87531,1,1,1.0,1,1,1.0,1,0,1,0,0,0.0,0,2025-09-01 17:58:15.237,2025-09-01 17:58:15.237,1.0,0.0,0.0071,0.0,0,0.0,0.0,1
74a4534e64254baf36044bf55d9c8675542f59ae702e0c7d9f8a9ebcc6e931a4,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,1,2025-09-01 08:25:34.974,2025-09-01 08:25:34.974,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
bab21d2807489127812b04a22e7191c7783ca62398e865b6baec2d9d4e67fbb8,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 04:30:29.733,2025-09-01 04:30:29.897,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
fa17710ed80d8662ba24aeaa22b5caf24efd0dd85e0b584cac4bdb3052a9f43b,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 15:37:32.311,2025-09-01 15:37:32.383,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
727cb7f904742c5c5bbf8197b3298a9ce499d684f3404d48383521bf4a642abd,185,48,0.2595,23,38,4.87,19,0,1,0,1,0.0,8,2025-09-01 10:39:07.755,2025-12-01 09:09:28.280,90.94,8476.19,0.1348,-42.3333,1,0.0179508964,0.6216,0
4ece64fafa7ec0ec624c33a0bba39b6be6c6887fef9ec2d299c280967b078d58,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 07:58:05.108,2025-09-01 07:58:05.108,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
6da9c7e3058451542efe28d6cc57e47a03469cfcf6f1b339b60db3edd2936647,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 22:39:06.621,2025-09-01 22:39:06.944,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
7cfe078d6cf343a8d68e865a5f54f1e95bd1549a9aa6ff89c892f9c91a2b24c5,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 11:49:45.226,2025-09-01 11:49:45.226,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
2abd545e16711c8e7cad7eb44fe31a97381e76790da97d6d7f3ba3c1f30b7011,3,0,0.0,1,1,3.0,3,0,0,0,0,0.0,0,2025-09-01 15:51:17.395,2025-09-01 15:53:12.747,1.0,-1.0,0.0213,0.0,0,0.0,0.0,1
04d781cceaf63e1d502eda1184dba6e51321119924297a550a1afce518a03114,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 13:52:43.929,2025-09-01 13:52:43.929,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
ac6148edab00b349763abba2e2bc0e9a4bb872c8681c6329bc424102af982113,96,42,0.4375,3,4,24.0,18,0,1,0,1,0.0,3,2025-09-01 13:30:04.180,2025-11-18 07:03:38.915,77.73,0.64,0.1277,-8.6667,1,0.017816682916666667,0.7812,1
295f9bc2dc5c1168b0b9e267f5088c6e0ac5bf4e938ba9c0fa20fa1aa1be4369,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 18:11:34.020,2025-09-01 18:11:34.020,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
139c5e9c3ea8c93b7abc51e31e70665d2928abf3d1d4d8101247d030e38d2feb,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 14:19:49.766,2025-09-01 14:19:50.190,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
31be17c6c27613a94179f061e626f2304574b06b1a19621268abe9717d837aa9,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 13:33:30.076,2025-09-01 13:33:30.076,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
309256b4edd0ef95ee8f3e4ef66899541e2773a44db1d919795fa6104cc3344c,1,1,1.0,1,1,1.0,1,0,1,0,0,0.0,0,2025-09-01 15:24:38.905,2025-09-01 15:24:38.905,1.0,0.0,0.0071,0.0,0,0.0,0.0,1
2683718c84cc06c1545e7f2f12d6ec6c85f0205a0f6ebaa8185a07ffcb1433da,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 13:13:22.650,2025-09-01 13:13:22.894,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
69f6ce3b398107df5fcd941dd2bfef9ad8cc33012b60a0626adb7388956acdd1,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 11:49:52.024,2025-09-01 11:49:52.024,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
d37e632ce05c17539ebc4638244859369cc41519e966c3f565ce39e560c37575,10,3,0.3,5,6,1.67,4,0,1,0,0,0.0,0,2025-09-01 05:11:21.677,2025-09-08 05:57:43.595,7.03,0.75,0.0284,0.25,0,0.0,0.0,1
9b3542ab08c1320ea94ba0175c4b7c61c61970747ce542d587460061946074be,2,0,0.0,1,1,2.0,2,0,0,0,0,0.0,0,2025-09-01 09:22:49.773,2025-09-01 09:22:49.868,1.0,-1.0,0.0142,0.0,0,0.0,0.0,1
6de2603c7a5322fe5ef562bace533dc1bba58a709a1d16c6e4b61fbe7aea081f,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 19:01:34.235,2025-09-01 19:01:34.235,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
b3e2048da5c15738ff45f61d95e8bb0b5d8765e670d4cd8dd5cf02c531a2e22e,1,0,0.0,1,1,1.0,1,0,0,0,0,0.0,0,2025-09-01 23:22:09.711,2025-09-01 23:22:09.711,1.0,-1.0,0.0071,0.0,0,0.0,0.0,1
